Unnamed: 0,code,kdj_golden_cross,kdj_death_cross,kdj_oversold,kdj_overbought,bias_golden_cross,bias_death_cross,macd_golden_cross,macd_death_cross,dma_golden_cross,dma_death_cross,boll_high_break,boll_mid_break,boll_low_break,rsi_golden_cross,rsi_death_cross,rsi_oversold,rsi_overbought,sector
2551,LBTYA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Communication Services
2552,LBTYB,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Communication Services
2553,LBTYK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Communication Services
2554,LC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2555,LCI,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,Healthcare
2556,LCII,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2557,LCNB,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Financial Services
2558,LCTX,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Healthcare
2559,LCUT,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,Consumer Cyclical
2560,LD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2561,LDOS,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Technology
2562,LDP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2563,LE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2564,LEA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2565,LECO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2566,LEDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
2567,LEE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Communication Services
2568,LEG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2569,LEGH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2570,LEJU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2571,LEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2572,LEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2573,LEU,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,Energy
2574,LEVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2575,LFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2576,LFUS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
2577,LFVN,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,Consumer Defensive
2578,LGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2579,LGIH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2580,LGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
2581,LGND,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Healthcare
2582,LH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2583,LHCG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2584,LHX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Industrials
2585,LIFE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2586,LII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2587,LILA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Communication Services
2588,LILAK,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Communication Services
2589,LIN,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
2590,LINC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
2591,LIND,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Consumer Cyclical
2592,LIQT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2593,LITB,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,Consumer Cyclical
2594,LITE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
2595,LIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2596,LIVN,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Healthcare
2597,LIZI,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,Communication Services
2598,LJPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2599,LKCO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Communication Services
2600,LKFN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2601,LKQ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2602,LL,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2603,LLNW,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2604,LLY,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Healthcare
2605,LMAT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Healthcare
2606,LMB,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Industrials
2607,LMFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2608,LMNL,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
2609,LMNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
2610,LMPX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2611,LMST,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Financial Services
2612,LMT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Industrials
2613,LNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2614,LND,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
2615,LNDC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Consumer Defensive
2616,LNG,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Energy
2617,LNN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2618,LNT,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0, Utilities
2619,LNTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
2620,LOAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
2621,LOB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2622,LOCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2623,LODE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2624,LOGC,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Healthcare
2625,LOGI,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Technology
2626,LOMA,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Basic Materials
2627,LOOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
2628,LOPE,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Consumer Defensive
2629,LOV,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Communication Services
2630,LOVE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2631,LOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2632,LPCN,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,Healthcare
2633,LPG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Energy
2634,LPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Energy
2635,LPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
2636,LPLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2637,LPSN,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,Technology
2638,LPTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
2639,LPTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2640,LPX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2641,LQDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2642,LQDT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2643,LRCX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
2644,LRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Defensive
2645,LSBK,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Financial Services
2646,LSCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
2647,LSI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2648,LSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
2649,LSXMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
2650,LSXMB,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,Communication Services
2651,LSXMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
2652,LTBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2653,LTC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2654,LTHM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
2655,LTRPA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Communication Services
2656,LTRPB,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Communication Services
2657,LTRX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
2658,LUB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2659,LULU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2660,LUMO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
2661,LUNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
2662,LUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
2663,LVS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2664,LW,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
2665,LWAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
2666,LX,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,Financial Services
2667,LXFR,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,Industrials
2668,LXP,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,
2669,LXRX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
2670,LXU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Basic Materials
2671,LYB,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Basic Materials
2672,LYFT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
2673,LYG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2674,LYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Communication Services
2675,LYTS,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Technology
2676,LYV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
2677,LZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2678,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2679,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2680,MAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2681,MAC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2682,MACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
2683,MAG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Basic Materials
2684,MAIN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2685,MAN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
2686,MANH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Technology
2687,MANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
2688,MANU,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Communication Services
2689,MAR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2690,MARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
2691,MARK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Technology
2692,MARPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2693,MAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2694,MASI,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Healthcare
2695,MAT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2696,MATW,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Industrials
2697,MATX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2698,MAV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Financial Services
2699,MAXR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
2700,MAYS,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
2701,MBCN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Financial Services
2702,MBI,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,Financial Services
2703,MBII,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
2704,MBIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2705,MBINO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2706,MBINP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2707,MBIO,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,Healthcare
2708,MBNKP,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
2709,MBOT,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Healthcare
2710,MBRX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
2711,MBUU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2712,MBWM,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
2713,MC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2714,MCA,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,
2715,MCB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2716,MCBC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2717,MCBS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Financial Services
2718,MCD,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Consumer Cyclical
2719,MCFT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2720,MCHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
2721,MCHX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
2722,MCI,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,Financial Services
2723,MCK,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Healthcare
2724,MCN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2725,MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
2726,MCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2727,MCRB,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,Healthcare
2728,MCRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2729,MCS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
2730,MCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2731,MD,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Healthcare
2732,MDB,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Technology
2733,MDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2734,MDGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2735,MDGS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Healthcare
2736,MDIA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Communication Services
2737,MDJH,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2738,MDLQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2739,MDLX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2740,MDLZ,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,Consumer Defensive
2741,MDRR,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,
2742,MDRRP,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
2743,MDRX,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Healthcare
2744,MDT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2745,MDU,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,Industrials
2746,MDWD,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,Healthcare
2747,MEC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Industrials
2748,MED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2749,MEDP,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Healthcare
2750,MEDS,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Healthcare
2751,MEI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
2752,MEIP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Healthcare
2753,MELI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2754,MEOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
2755,MERC,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Basic Materials
2756,MESA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Industrials
2757,MESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
2758,MET,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Financial Services
2759,METC,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Basic Materials
2760,METX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
2761,MFA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2762,MFC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2763,MFD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2764,MFG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2765,MFGP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
2766,MFH,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
2767,MFIN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Financial Services
2768,MFM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Financial Services
2769,MFV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2770,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
2771,MGA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2772,MGEE,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0, Utilities
2773,MGF,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,
2774,MGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
2775,MGIC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Technology
2776,MGM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2777,MGNX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2778,MGPI,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,Consumer Defensive
2779,MGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2780,MGRC,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Industrials
2781,MGTA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
2782,MGTX,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Healthcare
2783,MGU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2784,MGY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Energy
2785,MGYR,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Financial Services
2786,MHD,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,
2787,MHF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2788,MHH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Industrials
2789,MHI,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Financial Services
2790,MHK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2791,MHLA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
2792,MHLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
2793,MHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2794,MHNC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2795,MHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2796,MIC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2797,MICR,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,
2798,MICT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Technology
2799,MIDD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2800,MIN,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Financial Services
2801,MIND,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
2802,MINDP,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
2803,MIRM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2804,MIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2805,MITK,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,Technology
2806,MITO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Healthcare
2807,MITT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2808,MIXT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Technology
2809,MIY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2810,MKC,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Consumer Defensive
2811,MKD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Basic Materials
2812,MKL,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Financial Services
2813,MKSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
2814,MKTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
2815,MLAB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
2816,MLCO,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Consumer Cyclical
2817,MLI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2818,MLM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
2819,MLP,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
2820,MLPB,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
2821,MLPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2822,MLPY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2823,MLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
2824,MLSS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2825,MLVF,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Financial Services
2826,MMC,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Financial Services
2827,MMD,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,
2828,MMI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2829,MMLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2830,MMM,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Industrials
2831,MMP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Energy
2832,MMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
2833,MMSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2834,MMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2835,MMU,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
2836,MMX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Basic Materials
2837,MMYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
2838,MN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Financial Services
2839,MNDO,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Technology
2840,MNKD,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Healthcare
2841,MNOV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2842,MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2843,MNPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
2844,MNRL,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Energy
